Acquired on 3/23/2026 at 20:46:34
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
3.10996270E+000		-1.10849533E+002		0.00000000E+000	
3.10998201E+000		-1.10695038E+002		0.00000000E+000	
3.11000109E+000		-1.10339424E+002		0.00000000E+000	
3.11002040E+000		-1.09607964E+002		0.00000000E+000	
3.11003947E+000		-1.08837051E+002		0.00000000E+000	
3.11005878E+000		-1.08595161E+002		0.00000000E+000	
3.11007810E+000		-1.08728020E+002		0.00000000E+000	
3.11009717E+000		-1.08891159E+002		0.00000000E+000	
3.11011648E+000		-1.10123024E+002		0.00000000E+000	
3.11013556E+000		-1.12430054E+002		0.00000000E+000	
3.11015487E+000		-1.11931694E+002		0.00000000E+000	
3.11017394E+000		-1.11730354E+002		0.00000000E+000	
3.11019325E+000		-1.13416916E+002		0.00000000E+000	
3.11021256E+000		-1.12534836E+002		0.00000000E+000	
3.11023164E+000		-1.11054039E+002		0.00000000E+000	
3.11025095E+000		-1.11859779E+002		0.00000000E+000	
3.11027002E+000		-1.11267410E+002		0.00000000E+000	
3.11028934E+000		-1.10562454E+002		0.00000000E+000	
3.11030841E+000		-1.09613831E+002		0.00000000E+000	
3.11032772E+000		-1.10187218E+002		0.00000000E+000	
3.11034703E+000		-1.08819008E+002		0.00000000E+000	
3.11036611E+000		-1.08897522E+002		0.00000000E+000	
3.11038542E+000		-1.08581802E+002		0.00000000E+000	
3.11040449E+000		-1.09721375E+002		0.00000000E+000	
3.11042380E+000		-1.09594025E+002		0.00000000E+000	
3.11044288E+000		-1.10062927E+002		0.00000000E+000	
3.11046219E+000		-1.10030884E+002		0.00000000E+000	
3.11048126E+000		-1.08032074E+002		0.00000000E+000	
3.11050057E+000		-1.08250977E+002		0.00000000E+000	
3.11051989E+000		-1.08219666E+002		0.00000000E+000	
3.11053896E+000		-1.08810585E+002		0.00000000E+000	
3.11055827E+000		-1.08949524E+002		0.00000000E+000	
3.11057734E+000		-1.13302620E+002		0.00000000E+000	
3.11059666E+000		-1.13650497E+002		0.00000000E+000	
3.11061573E+000		-1.14552887E+002		0.00000000E+000	
3.11063504E+000		-1.14489334E+002		0.00000000E+000	
3.11065435E+000		-1.12591774E+002		0.00000000E+000	
3.11067343E+000		-1.12383072E+002		0.00000000E+000	
3.11069274E+000		-1.11263924E+002		0.00000000E+000	
3.11071181E+000		-1.11576935E+002		0.00000000E+000	
3.11073112E+000		-1.11843460E+002		0.00000000E+000	
3.11075020E+000		-1.14473274E+002		0.00000000E+000	
3.11076951E+000		-1.15116501E+002		0.00000000E+000	
3.11078882E+000		-1.13309845E+002		0.00000000E+000	
3.11080790E+000		-1.09778183E+002		0.00000000E+000	
3.11082721E+000		-1.09201172E+002		0.00000000E+000	
3.11084628E+000		-1.08821182E+002		0.00000000E+000	
3.11086559E+000		-1.08818779E+002		0.00000000E+000	
3.11088467E+000		-1.09907608E+002		0.00000000E+000	
3.11090398E+000		-1.11218887E+002		0.00000000E+000	
3.11092329E+000		-1.12401398E+002		0.00000000E+000	
3.11094236E+000		-1.11754318E+002		0.00000000E+000	
3.11096168E+000		-1.11590813E+002		0.00000000E+000	
3.11098075E+000		-1.11435097E+002		0.00000000E+000	
3.11100006E+000		-1.13624329E+002		0.00000000E+000	
3.11101913E+000		-1.13659622E+002		0.00000000E+000	
3.11103845E+000		-1.14848518E+002		0.00000000E+000	
3.11105752E+000		-1.14078209E+002		0.00000000E+000	
3.11107683E+000		-1.12379593E+002		0.00000000E+000	
3.11109614E+000		-1.12004623E+002		0.00000000E+000	
3.11111522E+000		-1.09932243E+002		0.00000000E+000	
3.11113453E+000		-1.09774170E+002		0.00000000E+000	
3.11115360E+000		-1.10014412E+002		0.00000000E+000	
3.11117291E+000		-1.11018410E+002		0.00000000E+000	
3.11119199E+000		-1.10772896E+002		0.00000000E+000	
3.11121130E+000		-1.11245667E+002		0.00000000E+000	
3.11123061E+000		-1.11187584E+002		0.00000000E+000	
3.11124969E+000		-1.10950287E+002		0.00000000E+000	
3.11126900E+000		-1.10724335E+002		0.00000000E+000	
3.11128807E+000		-1.11170090E+002		0.00000000E+000	
3.11130738E+000		-1.12832191E+002		0.00000000E+000	
3.11132646E+000		-1.13696152E+002		0.00000000E+000	
3.11134577E+000		-1.08384743E+002		0.00000000E+000	
3.11136508E+000		-1.08088921E+002		0.00000000E+000	
3.11138415E+000		-1.08028862E+002		0.00000000E+000	
3.11140347E+000		-1.08082886E+002		0.00000000E+000	
3.11142254E+000		-1.08196274E+002		0.00000000E+000	
3.11144185E+000		-1.12804947E+002		0.00000000E+000	
3.11146092E+000		-1.09955597E+002		0.00000000E+000	
3.11148024E+000		-1.08692551E+002		0.00000000E+000	
3.11149955E+000		-1.08737137E+002		0.00000000E+000	
3.11151862E+000		-1.07413208E+002		0.00000000E+000	
3.11153793E+000		-1.07551804E+002		0.00000000E+000	
3.11155701E+000		-1.09539726E+002		0.00000000E+000	
3.11157632E+000		-1.11383965E+002		0.00000000E+000	
3.11159539E+000		-1.10984238E+002		0.00000000E+000	
3.11161470E+000		-1.12513008E+002		0.00000000E+000	
3.11163378E+000		-1.11965591E+002		0.00000000E+000	
3.11165309E+000		-1.12137054E+002		0.00000000E+000	
3.11167240E+000		-1.11518372E+002		0.00000000E+000	
3.11169147E+000		-1.11407776E+002		0.00000000E+000	
3.11171079E+000		-1.10939560E+002		0.00000000E+000	
3.11172986E+000		-1.11385300E+002		0.00000000E+000	
3.11174917E+000		-1.10141914E+002		0.00000000E+000	
3.11176825E+000		-1.10072113E+002		0.00000000E+000	
3.11178756E+000		-1.09082642E+002		0.00000000E+000	
3.11180687E+000		-1.09606689E+002		0.00000000E+000	
3.11182594E+000		-1.09528748E+002		0.00000000E+000	
3.11184525E+000		-1.10036377E+002		0.00000000E+000	
3.11186433E+000		-1.10073540E+002		0.00000000E+000	
3.11188364E+000		-1.11979866E+002		0.00000000E+000	
3.11190271E+000		-1.12955055E+002		0.00000000E+000	
3.11192203E+000		-1.13228218E+002		0.00000000E+000	
3.11194134E+000		-1.12490013E+002		0.00000000E+000	
3.11196041E+000		-1.12216957E+002		0.00000000E+000	
3.11197972E+000		-1.11842743E+002		0.00000000E+000	
3.11199880E+000		-1.12005531E+002		0.00000000E+000	
3.11201811E+000		-1.11628654E+002		0.00000000E+000	
3.11203718E+000		-1.11067055E+002		0.00000000E+000	
3.11205649E+000		-1.09687134E+002		0.00000000E+000	
3.11207581E+000		-1.09922096E+002		0.00000000E+000	
3.11209488E+000		-1.09465019E+002		0.00000000E+000	
3.11211419E+000		-1.09424393E+002		0.00000000E+000	
3.11213326E+000		-1.10835381E+002		0.00000000E+000	
3.11215258E+000		-1.14583725E+002		0.00000000E+000	
3.11217165E+000		-1.11958405E+002		0.00000000E+000	
3.11219096E+000		-1.11195419E+002		0.00000000E+000	
3.11221004E+000		-1.10546425E+002		0.00000000E+000	
3.11222935E+000		-1.10491180E+002		0.00000000E+000	
3.11224866E+000		-1.10444366E+002		0.00000000E+000	
3.11226773E+000		-1.11052750E+002		0.00000000E+000	
3.11228704E+000		-1.12832550E+002		0.00000000E+000	
3.11230612E+000		-1.14192268E+002		0.00000000E+000	
3.11232543E+000		-1.11915298E+002		0.00000000E+000	
3.11234450E+000		-1.09109657E+002		0.00000000E+000	
3.11236382E+000		-1.09493263E+002		0.00000000E+000	
3.11238313E+000		-1.08205330E+002		0.00000000E+000	
3.11240220E+000		-1.08302689E+002		0.00000000E+000	
3.11242151E+000		-1.08966225E+002		0.00000000E+000	
3.11244059E+000		-1.09120667E+002		0.00000000E+000	
3.11245990E+000		-1.08813660E+002		0.00000000E+000	
3.11247897E+000		-1.09736557E+002		0.00000000E+000	
3.11249828E+000		-1.09823059E+002		0.00000000E+000	
3.11251760E+000		-1.09947365E+002		0.00000000E+000	
3.11253667E+000		-1.10053894E+002		0.00000000E+000	
3.11255598E+000		-1.10102203E+002		0.00000000E+000	
3.11257505E+000		-1.09867889E+002		0.00000000E+000	
3.11259437E+000		-1.09712288E+002		0.00000000E+000	
3.11261344E+000		-1.09421829E+002		0.00000000E+000	
3.11263275E+000		-1.09840195E+002		0.00000000E+000	
3.11265206E+000		-1.10019386E+002		0.00000000E+000	
3.11267114E+000		-1.10271240E+002		0.00000000E+000	
3.11269045E+000		-1.09684555E+002		0.00000000E+000	
3.11270952E+000		-1.09645370E+002		0.00000000E+000	
3.11272883E+000		-1.11639412E+002		0.00000000E+000	
3.11274791E+000		-1.12011383E+002		0.00000000E+000	
3.11276722E+000		-1.12004227E+002		0.00000000E+000	
3.11278629E+000		-1.12487595E+002		0.00000000E+000	
3.11280560E+000		-1.13193527E+002		0.00000000E+000	
3.11282492E+000		-1.12331924E+002		0.00000000E+000	
3.11284399E+000		-1.12171036E+002		0.00000000E+000	
3.11286330E+000		-1.12655037E+002		0.00000000E+000	
3.11288238E+000		-1.12405693E+002		0.00000000E+000	
3.11290169E+000		-1.10493095E+002		0.00000000E+000	
3.11292076E+000		-1.10684448E+002		0.00000000E+000	
3.11294007E+000		-1.10969498E+002		0.00000000E+000	
3.11295938E+000		-1.10134506E+002		0.00000000E+000	
3.11297846E+000		-1.10768272E+002		0.00000000E+000	
3.11299777E+000		-1.11964424E+002		0.00000000E+000	
3.11301684E+000		-1.09689194E+002		0.00000000E+000	
3.11303616E+000		-1.08935776E+002		0.00000000E+000	
3.11305523E+000		-1.09594025E+002		0.00000000E+000	
3.11307454E+000		-1.09635094E+002		0.00000000E+000	
3.11309385E+000		-1.09868744E+002		0.00000000E+000	
3.11311293E+000		-1.12581566E+002		0.00000000E+000	
3.11313224E+000		-1.13391342E+002		0.00000000E+000	
3.11315131E+000		-1.12375137E+002		0.00000000E+000	
3.11317062E+000		-1.10386665E+002		0.00000000E+000	
3.11318970E+000		-1.10305222E+002		0.00000000E+000	
3.11320901E+000		-1.10582443E+002		0.00000000E+000	
3.11322808E+000		-1.10448143E+002		0.00000000E+000	
3.11324739E+000		-1.11533043E+002		0.00000000E+000	
3.11326671E+000		-1.14082138E+002		0.00000000E+000	
3.11328578E+000		-1.14915543E+002		0.00000000E+000	
3.11330509E+000		-1.13841507E+002		0.00000000E+000	
3.11332417E+000		-1.11875870E+002		0.00000000E+000	
3.11334348E+000		-1.11773567E+002		0.00000000E+000	
3.11336255E+000		-1.12115204E+002		0.00000000E+000	
3.11338186E+000		-1.11185905E+002		0.00000000E+000	
3.11340117E+000		-1.11124580E+002		0.00000000E+000	
3.11342025E+000		-1.12444595E+002		0.00000000E+000	
3.11343956E+000		-1.11884987E+002		0.00000000E+000	
3.11345863E+000		-1.09503723E+002		0.00000000E+000	
3.11347795E+000		-1.09850082E+002		0.00000000E+000	
3.11349702E+000		-1.09844749E+002		0.00000000E+000	
3.11351633E+000		-1.10138443E+002		0.00000000E+000	
3.11353564E+000		-1.09182274E+002		0.00000000E+000	
3.11355472E+000		-1.10909958E+002		0.00000000E+000	
3.11357403E+000		-1.11114761E+002		0.00000000E+000	
3.11359310E+000		-1.10945038E+002		0.00000000E+000	
3.11361241E+000		-1.10925125E+002		0.00000000E+000	
3.11363149E+000		-1.13182236E+002		0.00000000E+000	
3.11365080E+000		-1.13561897E+002		0.00000000E+000	
3.11367011E+000		-1.11726143E+002		0.00000000E+000	
3.11368918E+000		-1.10668961E+002		0.00000000E+000	
3.11370850E+000		-1.10744255E+002		0.00000000E+000	
3.11372757E+000		-1.10520439E+002		0.00000000E+000	
3.11374688E+000		-1.10462944E+002		0.00000000E+000	
3.11376595E+000		-1.12050179E+002		0.00000000E+000	
3.11378527E+000		-1.10771446E+002		0.00000000E+000	
3.11380434E+000		-1.11302643E+002		0.00000000E+000	
3.11382365E+000		-1.10794052E+002		0.00000000E+000	
3.11384296E+000		-1.11017639E+002		0.00000000E+000	
3.11386204E+000		-1.10667610E+002		0.00000000E+000	
3.11388135E+000		-1.13236198E+002		0.00000000E+000	
3.11390042E+000		-1.12305519E+002		0.00000000E+000	
3.11391973E+000		-1.12331711E+002		0.00000000E+000	
3.11393881E+000		-1.10193016E+002		0.00000000E+000	
3.11395812E+000		-1.09288742E+002		0.00000000E+000	
3.11397743E+000		-1.09541481E+002		0.00000000E+000	
3.11399651E+000		-1.09605392E+002		0.00000000E+000	
3.11401582E+000		-1.09780228E+002		0.00000000E+000	
3.11403489E+000		-1.11058563E+002		0.00000000E+000	
3.11405420E+000		-1.13215034E+002		0.00000000E+000	
3.11407328E+000		-1.13533714E+002		0.00000000E+000	
3.11409259E+000		-1.13436317E+002		0.00000000E+000	
3.11411190E+000		-1.13429672E+002		0.00000000E+000	
3.11413097E+000		-1.14068520E+002		0.00000000E+000	
3.11415029E+000		-1.13116013E+002		0.00000000E+000	
3.11416936E+000		-1.09766739E+002		0.00000000E+000	
3.11418867E+000		-1.09592743E+002		0.00000000E+000	
3.11420774E+000		-1.09853859E+002		0.00000000E+000	
3.11422706E+000		-1.09118965E+002		0.00000000E+000	
3.11424637E+000		-1.09461655E+002		0.00000000E+000	
3.11426544E+000		-1.11462219E+002		0.00000000E+000	
3.11428475E+000		-1.12247223E+002		0.00000000E+000	
3.11430383E+000		-1.12274094E+002		0.00000000E+000	
3.11432314E+000		-1.14322815E+002		0.00000000E+000	
3.11434221E+000		-1.13395706E+002		0.00000000E+000	
3.11436152E+000		-1.15909508E+002		0.00000000E+000	
3.11438060E+000		-1.16235794E+002		0.00000000E+000	
3.11439991E+000		-1.15291740E+002		0.00000000E+000	
3.11441922E+000		-1.15487755E+002		0.00000000E+000	
3.11443830E+000		-1.16223511E+002		0.00000000E+000	
3.11445761E+000		-1.13510445E+002		0.00000000E+000	
3.11447668E+000		-1.10257332E+002		0.00000000E+000	
3.11449599E+000		-1.09263466E+002		0.00000000E+000	
3.11451507E+000		-1.09209122E+002		0.00000000E+000	
3.11453438E+000		-1.09141304E+002		0.00000000E+000	
3.11455369E+000		-1.08146820E+002		0.00000000E+000	
3.11457276E+000		-1.08553864E+002		0.00000000E+000	
3.11459208E+000		-1.08414421E+002		0.00000000E+000	
3.11461115E+000		-1.08491608E+002		0.00000000E+000	
3.11463046E+000		-1.08427231E+002		0.00000000E+000	
3.11464953E+000		-1.10227524E+002		0.00000000E+000	
3.11466885E+000		-1.10636436E+002		0.00000000E+000	
3.11468816E+000		-1.12313240E+002		0.00000000E+000	
3.11470723E+000		-1.08506302E+002		0.00000000E+000	
3.11472654E+000		-1.07890686E+002		0.00000000E+000	
3.11474562E+000		-1.07910385E+002		0.00000000E+000	
3.11476493E+000		-1.08163513E+002		0.00000000E+000	
3.11478400E+000		-1.07808830E+002		0.00000000E+000	
3.11480331E+000		-1.09966324E+002		0.00000000E+000	
3.11482263E+000		-1.11394386E+002		0.00000000E+000	
3.11484170E+000		-1.10925888E+002		0.00000000E+000	
3.11486101E+000		-1.11424606E+002		0.00000000E+000	
3.11488008E+000		-1.11877815E+002		0.00000000E+000	
3.11489940E+000		-1.12237183E+002		0.00000000E+000	
3.11491847E+000		-1.11256569E+002		0.00000000E+000	
3.11493778E+000		-1.11627075E+002		0.00000000E+000	
3.11495686E+000		-1.11323257E+002		0.00000000E+000	
3.11497617E+000		-1.10301468E+002		0.00000000E+000	
3.11499548E+000		-1.10730072E+002		0.00000000E+000	
3.11501455E+000		-1.11105255E+002		0.00000000E+000	
3.11503386E+000		-1.09802719E+002		0.00000000E+000	
3.11505294E+000		-1.10262650E+002		0.00000000E+000	
3.11507225E+000		-1.10745461E+002		0.00000000E+000	
3.11509132E+000		-1.10246826E+002		0.00000000E+000	
3.11511064E+000		-1.07831985E+002		0.00000000E+000	
3.11512995E+000		-1.08667816E+002		0.00000000E+000	
3.11514902E+000		-1.08108719E+002		0.00000000E+000	
3.11516833E+000		-1.08820801E+002		0.00000000E+000	
3.11518741E+000		-1.08905258E+002		0.00000000E+000	
3.11520672E+000		-1.11494484E+002		0.00000000E+000	
3.11522579E+000		-1.10400284E+002		0.00000000E+000	
3.11524510E+000		-1.11781921E+002		0.00000000E+000	
3.11526442E+000		-1.11612976E+002		0.00000000E+000	
3.11528349E+000		-1.10698669E+002		0.00000000E+000	
3.11530280E+000		-1.10108521E+002		0.00000000E+000	
3.11532187E+000		-1.10804558E+002		0.00000000E+000	
3.11534119E+000		-1.09282036E+002		0.00000000E+000	
3.11536026E+000		-1.08960037E+002		0.00000000E+000	
3.11537957E+000		-1.09221718E+002		0.00000000E+000	
3.11539888E+000		-1.10302696E+002		0.00000000E+000	
3.11541796E+000		-1.10357681E+002		0.00000000E+000	
3.11543727E+000		-1.12594109E+002		0.00000000E+000	
3.11545634E+000		-1.10169769E+002		0.00000000E+000	
3.11547565E+000		-1.10635612E+002		0.00000000E+000	
3.11549473E+000		-1.10385300E+002		0.00000000E+000	
3.11551404E+000		-1.10523865E+002		0.00000000E+000	
3.11553311E+000		-1.09667999E+002		0.00000000E+000	
3.11555243E+000		-1.10658508E+002		0.00000000E+000	
3.11557174E+000		-1.10308876E+002		0.00000000E+000	
3.11559081E+000		-1.10896980E+002		0.00000000E+000	
3.11561012E+000		-1.10620148E+002		0.00000000E+000	
3.11562920E+000		-1.10500870E+002		0.00000000E+000	
3.11564851E+000		-1.12195549E+002		0.00000000E+000	
3.11566758E+000		-1.13556374E+002		0.00000000E+000	
3.11568689E+000		-1.10914948E+002		0.00000000E+000	
3.11570621E+000		-1.11411407E+002		0.00000000E+000	
3.11572528E+000		-1.11114952E+002		0.00000000E+000	
3.11574459E+000		-1.10626724E+002		0.00000000E+000	
3.11576366E+000		-1.10536423E+002		0.00000000E+000	
3.11578298E+000		-1.12170525E+002		0.00000000E+000	
3.11580205E+000		-1.11943619E+002		0.00000000E+000	
3.11582136E+000		-1.13514282E+002		0.00000000E+000	
3.11584067E+000		-1.14783630E+002		0.00000000E+000	
3.11585975E+000		-1.14992096E+002		0.00000000E+000	
3.11587906E+000		-1.12638885E+002		0.00000000E+000	
3.11589813E+000		-1.12888779E+002		0.00000000E+000	
3.11591744E+000		-1.13127632E+002		0.00000000E+000	
3.11593652E+000		-1.13125298E+002		0.00000000E+000	
3.11595583E+000		-1.12853401E+002		0.00000000E+000	
3.11597514E+000		-1.14177559E+002		0.00000000E+000	
3.11599422E+000		-1.13994896E+002		0.00000000E+000	
3.11601353E+000		-1.13350006E+002		0.00000000E+000	
3.11603260E+000		-1.11913742E+002		0.00000000E+000	
3.11605191E+000		-1.11798660E+002		0.00000000E+000	
3.11607099E+000		-1.13482704E+002		0.00000000E+000	
3.11609030E+000		-1.12943115E+002		0.00000000E+000	
3.11610937E+000		-1.12598099E+002		0.00000000E+000	
3.11612868E+000		-1.13918999E+002		0.00000000E+000	
3.11614799E+000		-1.13011230E+002		0.00000000E+000	
3.11616707E+000		-1.07227798E+002		0.00000000E+000	
3.11618638E+000		-1.07326897E+002		0.00000000E+000	
3.11620545E+000		-1.07016998E+002		0.00000000E+000	
3.11622477E+000		-1.07067909E+002		0.00000000E+000	
3.11624384E+000		-1.07130348E+002		0.00000000E+000	
3.11626315E+000		-1.11740417E+002		0.00000000E+000	
3.11628246E+000		-1.11599152E+002		0.00000000E+000	
3.11630154E+000		-1.13172485E+002		0.00000000E+000	
3.11632085E+000		-1.13523148E+002		0.00000000E+000	
3.11633992E+000		-1.12861511E+002		0.00000000E+000	
3.11635923E+000		-1.13918465E+002		0.00000000E+000	
3.11637831E+000		-1.12819000E+002		0.00000000E+000	
3.11639762E+000		-1.10715370E+002		0.00000000E+000	
3.11641693E+000		-1.10260147E+002		0.00000000E+000	
3.11643600E+000		-1.09208336E+002		0.00000000E+000	
3.11645532E+000		-1.08863136E+002		0.00000000E+000	
3.11647439E+000		-1.09456970E+002		0.00000000E+000	
3.11649370E+000		-1.10458496E+002		0.00000000E+000	
3.11651278E+000		-1.09916489E+002		0.00000000E+000	
3.11653209E+000		-1.11213005E+002		0.00000000E+000	
3.11655140E+000		-1.11655495E+002		0.00000000E+000	
3.11657047E+000		-1.10892570E+002		0.00000000E+000	
3.11658978E+000		-1.11901642E+002		0.00000000E+000	
3.11660886E+000		-1.10836456E+002		0.00000000E+000	
3.11662817E+000		-1.11596825E+002		0.00000000E+000	
3.11664724E+000		-1.11200035E+002		0.00000000E+000	
3.11666656E+000		-1.11747894E+002		0.00000000E+000	
3.11668563E+000		-1.11013672E+002		0.00000000E+000	
3.11670494E+000		-1.12471840E+002		0.00000000E+000	
3.11672425E+000		-1.12890854E+002		0.00000000E+000	
3.11674333E+000		-1.13657600E+002		0.00000000E+000	
3.11676264E+000		-1.12029999E+002		0.00000000E+000	
3.11678171E+000		-1.09357216E+002		0.00000000E+000	
3.11680102E+000		-1.09564667E+002		0.00000000E+000	
3.11682010E+000		-1.09622025E+002		0.00000000E+000	
3.11683941E+000		-1.09579498E+002		0.00000000E+000	
3.11685872E+000		-1.10644821E+002		0.00000000E+000	
3.11687779E+000		-1.09109985E+002		0.00000000E+000	
3.11689711E+000		-1.09262245E+002		0.00000000E+000	
3.11691618E+000		-1.09077080E+002		0.00000000E+000	
3.11693549E+000		-1.07606796E+002		0.00000000E+000	
3.11695457E+000		-1.07540344E+002		0.00000000E+000	
3.11697388E+000		-1.10931664E+002		0.00000000E+000	
3.11699319E+000		-1.09643776E+002		0.00000000E+000	
3.11701226E+000		-1.08076126E+002		0.00000000E+000	
3.11703157E+000		-1.09666145E+002		0.00000000E+000	
3.11705065E+000		-1.09693146E+002		0.00000000E+000	
3.11706996E+000		-1.09909142E+002		0.00000000E+000	
3.11708903E+000		-1.11608704E+002		0.00000000E+000	
3.11710835E+000		-1.12691498E+002		0.00000000E+000	
3.11712742E+000		-1.12506821E+002		0.00000000E+000	
3.11714673E+000		-1.11775452E+002		0.00000000E+000	
3.11716604E+000		-1.11724670E+002		0.00000000E+000	
3.11718512E+000		-1.11588936E+002		0.00000000E+000	
3.11720443E+000		-1.13467148E+002		0.00000000E+000	
3.11722350E+000		-1.12763481E+002		0.00000000E+000	
3.11724281E+000		-1.13647858E+002		0.00000000E+000	
3.11726189E+000		-1.13052452E+002		0.00000000E+000	
3.11728120E+000		-1.13061859E+002		0.00000000E+000	
3.11730051E+000		-1.13977951E+002		0.00000000E+000	
3.11731958E+000		-1.11509354E+002		0.00000000E+000	
3.11733890E+000		-1.11437035E+002		0.00000000E+000	
3.11735797E+000		-1.11860214E+002		0.00000000E+000	
3.11737728E+000		-1.11801193E+002		0.00000000E+000	
3.11739635E+000		-1.10563538E+002		0.00000000E+000	
3.11741567E+000		-1.12168655E+002		0.00000000E+000	
3.11743498E+000		-1.12227783E+002		0.00000000E+000	
3.11745405E+000		-1.10838173E+002		0.00000000E+000	
3.11747336E+000		-1.09842720E+002		0.00000000E+000	
3.11749244E+000		-1.11014366E+002		0.00000000E+000	
