Acquired on 3/23/2026 at 20:46:34
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
2.63499284E+000		-1.06782639E+002		0.00000000E+000	
2.63501215E+000		-1.06274300E+002		0.00000000E+000	
2.63503122E+000		-1.06858971E+002		0.00000000E+000	
2.63505054E+000		-1.06649689E+002		0.00000000E+000	
2.63506985E+000		-1.07783119E+002		0.00000000E+000	
2.63508892E+000		-1.08198357E+002		0.00000000E+000	
2.63510823E+000		-1.09123192E+002		0.00000000E+000	
2.63512731E+000		-1.09572021E+002		0.00000000E+000	
2.63514662E+000		-1.10380745E+002		0.00000000E+000	
2.63516569E+000		-1.09297455E+002		0.00000000E+000	
2.63518500E+000		-1.08766945E+002		0.00000000E+000	
2.63520432E+000		-1.08547791E+002		0.00000000E+000	
2.63522339E+000		-1.07203857E+002		0.00000000E+000	
2.63524270E+000		-1.07751930E+002		0.00000000E+000	
2.63526177E+000		-1.08516014E+002		0.00000000E+000	
2.63528109E+000		-1.09078201E+002		0.00000000E+000	
2.63530016E+000		-1.09618179E+002		0.00000000E+000	
2.63531947E+000		-1.11487335E+002		0.00000000E+000	
2.63533854E+000		-1.10056648E+002		0.00000000E+000	
2.63535786E+000		-1.08086960E+002		0.00000000E+000	
2.63537717E+000		-1.07336006E+002		0.00000000E+000	
2.63539624E+000		-1.07129257E+002		0.00000000E+000	
2.63541555E+000		-1.06810013E+002		0.00000000E+000	
2.63543463E+000		-1.07784309E+002		0.00000000E+000	
2.63545394E+000		-1.10415260E+002		0.00000000E+000	
2.63547301E+000		-1.12083755E+002		0.00000000E+000	
2.63549232E+000		-1.11786201E+002		0.00000000E+000	
2.63551164E+000		-1.13292992E+002		0.00000000E+000	
2.63553071E+000		-1.08421791E+002		0.00000000E+000	
2.63555002E+000		-1.07916199E+002		0.00000000E+000	
2.63556910E+000		-1.07386635E+002		0.00000000E+000	
2.63558841E+000		-1.07070480E+002		0.00000000E+000	
2.63560748E+000		-1.07070023E+002		0.00000000E+000	
2.63562679E+000		-1.09218300E+002		0.00000000E+000	
2.63564610E+000		-1.10012100E+002		0.00000000E+000	
2.63566518E+000		-1.09856491E+002		0.00000000E+000	
2.63568449E+000		-1.11034843E+002		0.00000000E+000	
2.63570356E+000		-1.10944839E+002		0.00000000E+000	
2.63572288E+000		-1.11675659E+002		0.00000000E+000	
2.63574195E+000		-1.10059044E+002		0.00000000E+000	
2.63576126E+000		-1.11278687E+002		0.00000000E+000	
2.63578057E+000		-1.10248024E+002		0.00000000E+000	
2.63579965E+000		-1.10322418E+002		0.00000000E+000	
2.63581896E+000		-1.10124802E+002		0.00000000E+000	
2.63583803E+000		-1.11463509E+002		0.00000000E+000	
2.63585734E+000		-1.11486465E+002		0.00000000E+000	
2.63587642E+000		-1.12128311E+002		0.00000000E+000	
2.63589573E+000		-1.11946075E+002		0.00000000E+000	
2.63591480E+000		-1.11002060E+002		0.00000000E+000	
2.63593411E+000		-1.09303741E+002		0.00000000E+000	
2.63595343E+000		-1.08090012E+002		0.00000000E+000	
2.63597250E+000		-1.06915848E+002		0.00000000E+000	
2.63599181E+000		-1.07142853E+002		0.00000000E+000	
2.63601089E+000		-1.06661720E+002		0.00000000E+000	
2.63603020E+000		-1.07143791E+002		0.00000000E+000	
2.63604927E+000		-1.07841942E+002		0.00000000E+000	
2.63606858E+000		-1.09256020E+002		0.00000000E+000	
2.63608789E+000		-1.09162079E+002		0.00000000E+000	
2.63610697E+000		-1.10939667E+002		0.00000000E+000	
2.63612628E+000		-1.11489929E+002		0.00000000E+000	
2.63614535E+000		-1.11931763E+002		0.00000000E+000	
2.63616467E+000		-1.12357399E+002		0.00000000E+000	
2.63618374E+000		-1.10627129E+002		0.00000000E+000	
2.63620305E+000		-1.08200974E+002		0.00000000E+000	
2.63622236E+000		-1.08025513E+002		0.00000000E+000	
2.63624144E+000		-1.07355850E+002		0.00000000E+000	
2.63626075E+000		-1.07303986E+002		0.00000000E+000	
2.63627982E+000		-1.07483322E+002		0.00000000E+000	
2.63629913E+000		-1.09664017E+002		0.00000000E+000	
2.63631821E+000		-1.07821594E+002		0.00000000E+000	
2.63633752E+000		-1.07525833E+002		0.00000000E+000	
2.63635659E+000		-1.07711754E+002		0.00000000E+000	
2.63637590E+000		-1.07662018E+002		0.00000000E+000	
2.63639522E+000		-1.06218826E+002		0.00000000E+000	
2.63641429E+000		-1.06816246E+002		0.00000000E+000	
2.63643360E+000		-1.07713120E+002		0.00000000E+000	
2.63645267E+000		-1.07753357E+002		0.00000000E+000	
2.63647199E+000		-1.07823502E+002		0.00000000E+000	
2.63649106E+000		-1.10280579E+002		0.00000000E+000	
2.63651037E+000		-1.11004723E+002		0.00000000E+000	
2.63652968E+000		-1.09182289E+002		0.00000000E+000	
2.63654876E+000		-1.08441330E+002		0.00000000E+000	
2.63656807E+000		-1.09244858E+002		0.00000000E+000	
2.63658714E+000		-1.08388916E+002		0.00000000E+000	
2.63660645E+000		-1.09390343E+002		0.00000000E+000	
2.63662553E+000		-1.10818130E+002		0.00000000E+000	
2.63664484E+000		-1.09406975E+002		0.00000000E+000	
2.63666415E+000		-1.07969139E+002		0.00000000E+000	
2.63668323E+000		-1.06225311E+002		0.00000000E+000	
2.63670254E+000		-1.06046265E+002		0.00000000E+000	
2.63672161E+000		-1.05832832E+002		0.00000000E+000	
2.63674092E+000		-1.04049316E+002		0.00000000E+000	
2.63676000E+000		-1.04301079E+002		0.00000000E+000	
2.63677931E+000		-1.05622864E+002		0.00000000E+000	
2.63679862E+000		-1.05547722E+002		0.00000000E+000	
2.63681769E+000		-1.05708778E+002		0.00000000E+000	
2.63683701E+000		-1.10337418E+002		0.00000000E+000	
2.63685608E+000		-1.11463074E+002		0.00000000E+000	
2.63687539E+000		-1.10000221E+002		0.00000000E+000	
2.63689446E+000		-1.10439713E+002		0.00000000E+000	
2.63691378E+000		-1.08656235E+002		0.00000000E+000	
2.63693285E+000		-1.07559738E+002		0.00000000E+000	
2.63695216E+000		-1.07388046E+002		0.00000000E+000	
2.63697147E+000		-1.08324547E+002		0.00000000E+000	
2.63699055E+000		-1.06586418E+002		0.00000000E+000	
2.63700986E+000		-1.07596901E+002		0.00000000E+000	
2.63702893E+000		-1.08947456E+002		0.00000000E+000	
2.63704824E+000		-1.08384621E+002		0.00000000E+000	
2.63706732E+000		-1.08050697E+002		0.00000000E+000	
2.63708663E+000		-1.10580276E+002		0.00000000E+000	
2.63710594E+000		-1.10365227E+002		0.00000000E+000	
2.63712502E+000		-1.10332718E+002		0.00000000E+000	
2.63714433E+000		-1.09036934E+002		0.00000000E+000	
2.63716340E+000		-1.07685333E+002		0.00000000E+000	
2.63718271E+000		-1.07782555E+002		0.00000000E+000	
2.63720179E+000		-1.05259018E+002		0.00000000E+000	
2.63722110E+000		-1.04674034E+002		0.00000000E+000	
2.63724041E+000		-1.04258331E+002		0.00000000E+000	
2.63725948E+000		-1.04874580E+002		0.00000000E+000	
2.63727880E+000		-1.04939041E+002		0.00000000E+000	
2.63729787E+000		-1.07309372E+002		0.00000000E+000	
2.63731718E+000		-1.08590088E+002		0.00000000E+000	
2.63733625E+000		-1.12848320E+002		0.00000000E+000	
2.63735557E+000		-1.12491440E+002		0.00000000E+000	
2.63737488E+000		-1.12325752E+002		0.00000000E+000	
2.63739395E+000		-1.09994278E+002		0.00000000E+000	
2.63741326E+000		-1.09803085E+002		0.00000000E+000	
2.63743234E+000		-1.09574936E+002		0.00000000E+000	
2.63745165E+000		-1.09570732E+002		0.00000000E+000	
2.63747072E+000		-1.07979980E+002		0.00000000E+000	
2.63749003E+000		-1.09264183E+002		0.00000000E+000	
2.63750911E+000		-1.07935638E+002		0.00000000E+000	
2.63752842E+000		-1.07901726E+002		0.00000000E+000	
2.63754773E+000		-1.07504547E+002		0.00000000E+000	
2.63756680E+000		-1.08931664E+002		0.00000000E+000	
2.63758612E+000		-1.07448990E+002		0.00000000E+000	
2.63760519E+000		-1.07891251E+002		0.00000000E+000	
2.63762450E+000		-1.05406120E+002		0.00000000E+000	
2.63764358E+000		-1.04529121E+002		0.00000000E+000	
2.63766289E+000		-1.04393585E+002		0.00000000E+000	
2.63768220E+000		-1.04495758E+002		0.00000000E+000	
2.63770127E+000		-1.04662537E+002		0.00000000E+000	
2.63772058E+000		-1.06730492E+002		0.00000000E+000	
2.63773966E+000		-1.08273056E+002		0.00000000E+000	
2.63775897E+000		-1.08065125E+002		0.00000000E+000	
2.63777804E+000		-1.10189514E+002		0.00000000E+000	
2.63779736E+000		-1.07988068E+002		0.00000000E+000	
2.63781667E+000		-1.08309189E+002		0.00000000E+000	
2.63783574E+000		-1.09037918E+002		0.00000000E+000	
2.63785505E+000		-1.09570808E+002		0.00000000E+000	
2.63787413E+000		-1.08802574E+002		0.00000000E+000	
2.63789344E+000		-1.07905426E+002		0.00000000E+000	
2.63791251E+000		-1.05594757E+002		0.00000000E+000	
2.63793182E+000		-1.05545792E+002		0.00000000E+000	
2.63795114E+000		-1.05253830E+002		0.00000000E+000	
2.63797021E+000		-1.04222176E+002		0.00000000E+000	
2.63798952E+000		-1.05496841E+002		0.00000000E+000	
2.63800859E+000		-1.07514580E+002		0.00000000E+000	
2.63802791E+000		-1.07041458E+002		0.00000000E+000	
2.63804698E+000		-1.07258804E+002		0.00000000E+000	
2.63806629E+000		-1.08270355E+002		0.00000000E+000	
2.63808537E+000		-1.06817291E+002		0.00000000E+000	
2.63810468E+000		-1.06908760E+002		0.00000000E+000	
2.63812399E+000		-1.06768127E+002		0.00000000E+000	
2.63814306E+000		-1.06748795E+002		0.00000000E+000	
2.63816237E+000		-1.07418938E+002		0.00000000E+000	
2.63818145E+000		-1.08796043E+002		0.00000000E+000	
2.63820076E+000		-1.08498795E+002		0.00000000E+000	
2.63821983E+000		-1.09839172E+002		0.00000000E+000	
2.63823915E+000		-1.08863838E+002		0.00000000E+000	
2.63825846E+000		-1.09803391E+002		0.00000000E+000	
2.63827753E+000		-1.09559662E+002		0.00000000E+000	
2.63829684E+000		-1.09680855E+002		0.00000000E+000	
2.63831592E+000		-1.09666145E+002		0.00000000E+000	
2.63833523E+000		-1.10953171E+002		0.00000000E+000	
2.63835430E+000		-1.10303162E+002		0.00000000E+000	
2.63837361E+000		-1.11621239E+002		0.00000000E+000	
2.63839293E+000		-1.10386597E+002		0.00000000E+000	
2.63841200E+000		-1.09965363E+002		0.00000000E+000	
2.63843131E+000		-1.10639229E+002		0.00000000E+000	
2.63845038E+000		-1.11107819E+002		0.00000000E+000	
2.63846970E+000		-1.10270348E+002		0.00000000E+000	
2.63848877E+000		-1.10955360E+002		0.00000000E+000	
2.63850808E+000		-1.10627106E+002		0.00000000E+000	
2.63852739E+000		-1.10444496E+002		0.00000000E+000	
2.63854647E+000		-1.09391922E+002		0.00000000E+000	
2.63856578E+000		-1.10030365E+002		0.00000000E+000	
2.63858485E+000		-1.10987564E+002		0.00000000E+000	
2.63860416E+000		-1.11105103E+002		0.00000000E+000	
2.63862324E+000		-1.10711525E+002		0.00000000E+000	
2.63864255E+000		-1.12202881E+002		0.00000000E+000	
2.63866162E+000		-1.11607986E+002		0.00000000E+000	
2.63868093E+000		-1.11446671E+002		0.00000000E+000	
2.63870025E+000		-1.10071915E+002		0.00000000E+000	
2.63871932E+000		-1.10848892E+002		0.00000000E+000	
2.63873863E+000		-1.10339355E+002		0.00000000E+000	
2.63875771E+000		-1.09823227E+002		0.00000000E+000	
2.63877702E+000		-1.08466270E+002		0.00000000E+000	
2.63879609E+000		-1.09333351E+002		0.00000000E+000	
2.63881540E+000		-1.08870682E+002		0.00000000E+000	
2.63883471E+000		-1.07346771E+002		0.00000000E+000	
2.63885379E+000		-1.07989319E+002		0.00000000E+000	
2.63887310E+000		-1.07676231E+002		0.00000000E+000	
2.63889217E+000		-1.06788757E+002		0.00000000E+000	
2.63891149E+000		-1.06026443E+002		0.00000000E+000	
2.63893056E+000		-1.07300247E+002		0.00000000E+000	
2.63894987E+000		-1.05675949E+002		0.00000000E+000	
2.63896918E+000		-1.05523140E+002		0.00000000E+000	
2.63898826E+000		-1.06212807E+002		0.00000000E+000	
2.63900757E+000		-1.06546181E+002		0.00000000E+000	
2.63902664E+000		-1.06434433E+002		0.00000000E+000	
2.63904595E+000		-1.07598618E+002		0.00000000E+000	
2.63906503E+000		-1.06593674E+002		0.00000000E+000	
2.63908434E+000		-1.06732010E+002		0.00000000E+000	
2.63910365E+000		-1.05146881E+002		0.00000000E+000	
2.63912272E+000		-1.05103867E+002		0.00000000E+000	
2.63914204E+000		-1.05353241E+002		0.00000000E+000	
2.63916111E+000		-1.06574867E+002		0.00000000E+000	
2.63918042E+000		-1.06609344E+002		0.00000000E+000	
2.63919950E+000		-1.09965454E+002		0.00000000E+000	
2.63921881E+000		-1.10687958E+002		0.00000000E+000	
2.63923788E+000		-1.11276047E+002		0.00000000E+000	
2.63925719E+000		-1.11016968E+002		0.00000000E+000	
2.63927650E+000		-1.10465286E+002		0.00000000E+000	
2.63929558E+000		-1.10741760E+002		0.00000000E+000	
2.63931489E+000		-1.10583603E+002		0.00000000E+000	
2.63933396E+000		-1.10366577E+002		0.00000000E+000	
2.63935328E+000		-1.12359276E+002		0.00000000E+000	
2.63937235E+000		-1.11782425E+002		0.00000000E+000	
2.63939166E+000		-1.10425369E+002		0.00000000E+000	
2.63941097E+000		-1.10834641E+002		0.00000000E+000	
2.63943005E+000		-1.11273994E+002		0.00000000E+000	
2.63944936E+000		-1.09182320E+002		0.00000000E+000	
2.63946843E+000		-1.10178329E+002		0.00000000E+000	
2.63948774E+000		-1.11849831E+002		0.00000000E+000	
2.63950682E+000		-1.11597824E+002		0.00000000E+000	
2.63952613E+000		-1.09440308E+002		0.00000000E+000	
2.63954544E+000		-1.12101013E+002		0.00000000E+000	
2.63956451E+000		-1.10583755E+002		0.00000000E+000	
2.63958383E+000		-1.10429443E+002		0.00000000E+000	
2.63960290E+000		-1.10177551E+002		0.00000000E+000	
2.63962221E+000		-1.12386475E+002		0.00000000E+000	
2.63964128E+000		-1.11801926E+002		0.00000000E+000	
2.63966060E+000		-1.12942650E+002		0.00000000E+000	
2.63967991E+000		-1.09687180E+002		0.00000000E+000	
2.63969898E+000		-1.09629402E+002		0.00000000E+000	
2.63971829E+000		-1.09450806E+002		0.00000000E+000	
2.63973737E+000		-1.09580978E+002		0.00000000E+000	
2.63975668E+000		-1.09239410E+002		0.00000000E+000	
2.63977575E+000		-1.10932037E+002		0.00000000E+000	
2.63979506E+000		-1.09439964E+002		0.00000000E+000	
2.63981414E+000		-1.09297668E+002		0.00000000E+000	
2.63983345E+000		-1.06756729E+002		0.00000000E+000	
2.63985276E+000		-1.06750320E+002		0.00000000E+000	
2.63987184E+000		-1.06798019E+002		0.00000000E+000	
2.63989115E+000		-1.06900093E+002		0.00000000E+000	
2.63991022E+000		-1.06392937E+002		0.00000000E+000	
2.63992953E+000		-1.08391609E+002		0.00000000E+000	
2.63994861E+000		-1.08820274E+002		0.00000000E+000	
2.63996792E+000		-1.09010101E+002		0.00000000E+000	
2.63998723E+000		-1.09588638E+002		0.00000000E+000	
2.64000630E+000		-1.11347855E+002		0.00000000E+000	
2.64002562E+000		-1.12392929E+002		0.00000000E+000	
2.64004469E+000		-1.11979462E+002		0.00000000E+000	
2.64006400E+000		-1.11578613E+002		0.00000000E+000	
2.64008307E+000		-1.09750977E+002		0.00000000E+000	
2.64010239E+000		-1.07700699E+002		0.00000000E+000	
2.64012170E+000		-1.06982941E+002		0.00000000E+000	
2.64014077E+000		-1.06213448E+002		0.00000000E+000	
2.64016008E+000		-1.06289581E+002		0.00000000E+000	
2.64017916E+000		-1.06141266E+002		0.00000000E+000	
2.64019847E+000		-1.07332619E+002		0.00000000E+000	
2.64021754E+000		-1.06995560E+002		0.00000000E+000	
2.64023685E+000		-1.08148071E+002		0.00000000E+000	
2.64025593E+000		-1.08057709E+002		0.00000000E+000	
2.64027524E+000		-1.08461601E+002		0.00000000E+000	
2.64029455E+000		-1.08678017E+002		0.00000000E+000	
2.64031363E+000		-1.09440468E+002		0.00000000E+000	
2.64033294E+000		-1.07972961E+002		0.00000000E+000	
2.64035201E+000		-1.08423508E+002		0.00000000E+000	
2.64037132E+000		-1.08987648E+002		0.00000000E+000	
2.64039040E+000		-1.08072327E+002		0.00000000E+000	
2.64040971E+000		-1.08419205E+002		0.00000000E+000	
2.64042902E+000		-1.09097893E+002		0.00000000E+000	
2.64044809E+000		-1.08145248E+002		0.00000000E+000	
2.64046741E+000		-1.08964531E+002		0.00000000E+000	
2.64048648E+000		-1.10219101E+002		0.00000000E+000	
2.64050579E+000		-1.08970444E+002		0.00000000E+000	
2.64052486E+000		-1.09746246E+002		0.00000000E+000	
2.64054418E+000		-1.11150650E+002		0.00000000E+000	
2.64056349E+000		-1.10295349E+002		0.00000000E+000	
2.64058256E+000		-1.10318764E+002		0.00000000E+000	
2.64060187E+000		-1.11774323E+002		0.00000000E+000	
2.64062095E+000		-1.08726410E+002		0.00000000E+000	
2.64064026E+000		-1.08436394E+002		0.00000000E+000	
2.64065933E+000		-1.09352455E+002		0.00000000E+000	
2.64067864E+000		-1.09176178E+002		0.00000000E+000	
2.64069796E+000		-1.06927155E+002		0.00000000E+000	
2.64071703E+000		-1.08632248E+002		0.00000000E+000	
2.64073634E+000		-1.08443466E+002		0.00000000E+000	
2.64075541E+000		-1.08292999E+002		0.00000000E+000	
2.64077473E+000		-1.07824890E+002		0.00000000E+000	
2.64079380E+000		-1.11223877E+002		0.00000000E+000	
2.64081311E+000		-1.10899017E+002		0.00000000E+000	
2.64083219E+000		-1.11137627E+002		0.00000000E+000	
2.64085150E+000		-1.08657166E+002		0.00000000E+000	
2.64087081E+000		-1.08768959E+002		0.00000000E+000	
2.64088988E+000		-1.06217422E+002		0.00000000E+000	
2.64090919E+000		-1.06265717E+002		0.00000000E+000	
2.64092827E+000		-1.05124207E+002		0.00000000E+000	
2.64094758E+000		-1.06046509E+002		0.00000000E+000	
2.64096665E+000		-1.05555664E+002		0.00000000E+000	
2.64098597E+000		-1.07769684E+002		0.00000000E+000	
2.64100528E+000		-1.07948921E+002		0.00000000E+000	
2.64102435E+000		-1.09140968E+002		0.00000000E+000	
2.64104366E+000		-1.09247940E+002		0.00000000E+000	
2.64106274E+000		-1.10310974E+002		0.00000000E+000	
2.64108205E+000		-1.09313354E+002		0.00000000E+000	
2.64110112E+000		-1.08092384E+002		0.00000000E+000	
2.64112043E+000		-1.09237610E+002		0.00000000E+000	
2.64113975E+000		-1.08974388E+002		0.00000000E+000	
2.64115882E+000		-1.09271652E+002		0.00000000E+000	
2.64117813E+000		-1.10146744E+002		0.00000000E+000	
2.64119720E+000		-1.09816544E+002		0.00000000E+000	
2.64121652E+000		-1.07865082E+002		0.00000000E+000	
2.64123559E+000		-1.06838120E+002		0.00000000E+000	
2.64125490E+000		-1.07142647E+002		0.00000000E+000	
2.64127421E+000		-1.07253891E+002		0.00000000E+000	
2.64129329E+000		-1.07431595E+002		0.00000000E+000	
2.64131260E+000		-1.09211609E+002		0.00000000E+000	
2.64133167E+000		-1.11342506E+002		0.00000000E+000	
2.64135098E+000		-1.09712585E+002		0.00000000E+000	
2.64137006E+000		-1.09557198E+002		0.00000000E+000	
2.64138937E+000		-1.10366226E+002		0.00000000E+000	
2.64140844E+000		-1.08951347E+002		0.00000000E+000	
2.64142776E+000		-1.08753876E+002		0.00000000E+000	
2.64144707E+000		-1.08230408E+002		0.00000000E+000	
2.64146614E+000		-1.07352371E+002		0.00000000E+000	
2.64148545E+000		-1.07254982E+002		0.00000000E+000	
2.64150453E+000		-1.07408295E+002		0.00000000E+000	
2.64152384E+000		-1.05678345E+002		0.00000000E+000	
2.64154291E+000		-1.05996307E+002		0.00000000E+000	
2.64156222E+000		-1.06522438E+002		0.00000000E+000	
2.64158154E+000		-1.06488312E+002		0.00000000E+000	
2.64160061E+000		-1.06724289E+002		0.00000000E+000	
2.64161992E+000		-1.09532814E+002		0.00000000E+000	
2.64163899E+000		-1.09577110E+002		0.00000000E+000	
2.64165831E+000		-1.08996117E+002		0.00000000E+000	
2.64167738E+000		-1.09428177E+002		0.00000000E+000	
2.64169669E+000		-1.10181847E+002		0.00000000E+000	
2.64171600E+000		-1.09472168E+002		0.00000000E+000	
2.64173508E+000		-1.08211220E+002		0.00000000E+000	
2.64175439E+000		-1.07757957E+002		0.00000000E+000	
2.64177346E+000		-1.07593323E+002		0.00000000E+000	
2.64179277E+000		-1.07505203E+002		0.00000000E+000	
2.64181185E+000		-1.06403534E+002		0.00000000E+000	
2.64183116E+000		-1.06829842E+002		0.00000000E+000	
2.64185047E+000		-1.07597366E+002		0.00000000E+000	
2.64186954E+000		-1.06821632E+002		0.00000000E+000	
2.64188886E+000		-1.06109604E+002		0.00000000E+000	
2.64190793E+000		-1.07342064E+002		0.00000000E+000	
2.64192724E+000		-1.08083534E+002		0.00000000E+000	
2.64194632E+000		-1.08142365E+002		0.00000000E+000	
2.64196563E+000		-1.08348404E+002		0.00000000E+000	
2.64198470E+000		-1.09181854E+002		0.00000000E+000	
2.64200401E+000		-1.09207748E+002		0.00000000E+000	
2.64202332E+000		-1.07969551E+002		0.00000000E+000	
2.64204240E+000		-1.07973114E+002		0.00000000E+000	
2.64206171E+000		-1.08686249E+002		0.00000000E+000	
2.64208078E+000		-1.09324730E+002		0.00000000E+000	
2.64210010E+000		-1.09504211E+002		0.00000000E+000	
2.64211917E+000		-1.12401077E+002		0.00000000E+000	
2.64213848E+000		-1.11282349E+002		0.00000000E+000	
2.64215779E+000		-1.09978935E+002		0.00000000E+000	
2.64217687E+000		-1.09107468E+002		0.00000000E+000	
2.64219618E+000		-1.07630783E+002		0.00000000E+000	
2.64221525E+000		-1.07230568E+002		0.00000000E+000	
2.64223456E+000		-1.07465782E+002		0.00000000E+000	
2.64225364E+000		-1.07043289E+002		0.00000000E+000	
2.64227295E+000		-1.07026031E+002		0.00000000E+000	
2.64229226E+000		-1.08131927E+002		0.00000000E+000	
2.64231133E+000		-1.08374542E+002		0.00000000E+000	
2.64233065E+000		-1.07844536E+002		0.00000000E+000	
2.64234972E+000		-1.09567200E+002		0.00000000E+000	
2.64236903E+000		-1.08480309E+002		0.00000000E+000	
2.64238811E+000		-1.08268600E+002		0.00000000E+000	
2.64240742E+000		-1.08262794E+002		0.00000000E+000	
2.64242673E+000		-1.07916534E+002		0.00000000E+000	
2.64244580E+000		-1.08362335E+002		0.00000000E+000	
2.64246511E+000		-1.10453789E+002		0.00000000E+000	
2.64248419E+000		-1.07591919E+002		0.00000000E+000	
2.64250350E+000		-1.07899635E+002		0.00000000E+000	
2.64252257E+000		-1.06870583E+002		0.00000000E+000	
2.64254189E+000		-1.06126137E+002		0.00000000E+000	
2.64256096E+000		-1.06104515E+002		0.00000000E+000	
2.64258027E+000		-1.07316635E+002		0.00000000E+000	
2.64259958E+000		-1.07171921E+002		0.00000000E+000	
2.64261866E+000		-1.09274353E+002		0.00000000E+000	
2.64263797E+000		-1.07740295E+002		0.00000000E+000	
2.64265704E+000		-1.07558937E+002		0.00000000E+000	
2.64267635E+000		-1.07449707E+002		0.00000000E+000	
2.64269543E+000		-1.07216499E+002		0.00000000E+000	
2.64271474E+000		-1.07042473E+002		0.00000000E+000	
2.64273405E+000		-1.09452255E+002		0.00000000E+000	
2.64275312E+000		-1.09391663E+002		0.00000000E+000	
2.64277244E+000		-1.10512253E+002		0.00000000E+000	
2.64279151E+000		-1.08003815E+002		0.00000000E+000	
2.64281082E+000		-1.08170815E+002		0.00000000E+000	
2.64282990E+000		-1.08259209E+002		0.00000000E+000	
2.64284921E+000		-1.07664597E+002		0.00000000E+000	
2.64286852E+000		-1.07789749E+002		0.00000000E+000	
2.64288759E+000		-1.10056908E+002		0.00000000E+000	
2.64290690E+000		-1.09190277E+002		0.00000000E+000	
2.64292598E+000		-1.09140228E+002		0.00000000E+000	
2.64294529E+000		-1.08905602E+002		0.00000000E+000	
2.64296436E+000		-1.08932541E+002		0.00000000E+000	
2.64298368E+000		-1.07437271E+002		0.00000000E+000	
2.64300299E+000		-1.07789528E+002		0.00000000E+000	
2.64302206E+000		-1.07223175E+002		0.00000000E+000	
2.64304137E+000		-1.07387436E+002		0.00000000E+000	
2.64306045E+000		-1.06927750E+002		0.00000000E+000	
2.64307976E+000		-1.07229919E+002		0.00000000E+000	
2.64309883E+000		-1.06625450E+002		0.00000000E+000	
2.64311814E+000		-1.06656647E+002		0.00000000E+000	
2.64313722E+000		-1.06278381E+002		0.00000000E+000	
2.64315653E+000		-1.06704651E+002		0.00000000E+000	
2.64317584E+000		-1.08097900E+002		0.00000000E+000	
2.64319491E+000		-1.08788483E+002		0.00000000E+000	
2.64321423E+000		-1.09200203E+002		0.00000000E+000	
2.64323330E+000		-1.09829117E+002		0.00000000E+000	
2.64325261E+000		-1.09606796E+002		0.00000000E+000	
2.64327168E+000		-1.09331825E+002		0.00000000E+000	
2.64329100E+000		-1.09670166E+002		0.00000000E+000	
2.64331031E+000		-1.07299110E+002		0.00000000E+000	
2.64332938E+000		-1.07368248E+002		0.00000000E+000	
2.64334869E+000		-1.05208519E+002		0.00000000E+000	
2.64336777E+000		-1.05044624E+002		0.00000000E+000	
2.64338708E+000		-1.04987213E+002		0.00000000E+000	
2.64340615E+000		-1.06235306E+002		0.00000000E+000	
2.64342546E+000		-1.06789963E+002		0.00000000E+000	
2.64344478E+000		-1.10172493E+002		0.00000000E+000	
2.64346385E+000		-1.09073029E+002		0.00000000E+000	
2.64348316E+000		-1.08334778E+002		0.00000000E+000	
2.64350224E+000		-1.08689926E+002		0.00000000E+000	
2.64352155E+000		-1.06212090E+002		0.00000000E+000	
2.64354062E+000		-1.05672577E+002		0.00000000E+000	
2.64355993E+000		-1.06369919E+002		0.00000000E+000	
2.64357924E+000		-1.05355370E+002		0.00000000E+000	
2.64359832E+000		-1.05232079E+002		0.00000000E+000	
2.64361763E+000		-1.07233353E+002		0.00000000E+000	
2.64363670E+000		-1.08185547E+002		0.00000000E+000	
2.64365602E+000		-1.07050293E+002		0.00000000E+000	
2.64367509E+000		-1.09258743E+002		0.00000000E+000	
2.64369440E+000		-1.08855194E+002		0.00000000E+000	
2.64371347E+000		-1.08053406E+002		0.00000000E+000	
2.64373279E+000		-1.07693771E+002		0.00000000E+000	
2.64375210E+000		-1.08600296E+002		0.00000000E+000	
2.64377117E+000		-1.07260666E+002		0.00000000E+000	
2.64379048E+000		-1.07745895E+002		0.00000000E+000	
2.64380956E+000		-1.08034225E+002		0.00000000E+000	
2.64382887E+000		-1.08605392E+002		0.00000000E+000	
2.64384794E+000		-1.08755188E+002		0.00000000E+000	
2.64386725E+000		-1.12183289E+002		0.00000000E+000	
2.64388657E+000		-1.10820534E+002		0.00000000E+000	
2.64390564E+000		-1.11272858E+002		0.00000000E+000	
2.64392495E+000		-1.09181206E+002		0.00000000E+000	
2.64394403E+000		-1.09579819E+002		0.00000000E+000	
2.64396334E+000		-1.09476707E+002		0.00000000E+000	
2.64398241E+000		-1.10014610E+002		0.00000000E+000	
2.64400172E+000		-1.09467232E+002		0.00000000E+000	
2.64402103E+000		-1.09369514E+002		0.00000000E+000	
2.64404011E+000		-1.07771255E+002		0.00000000E+000	
2.64405942E+000		-1.07652832E+002		0.00000000E+000	
