Acquired on 3/23/2026 at 20:45:11
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
3.07118058E+000		-1.09804840E+002		0.00000000E+000	
3.07119989E+000		-1.10358505E+002		0.00000000E+000	
3.07121921E+000		-1.11493958E+002		0.00000000E+000	
3.07123828E+000		-1.11867310E+002		0.00000000E+000	
3.07125759E+000		-1.15448448E+002		0.00000000E+000	
3.07127666E+000		-1.14111252E+002		0.00000000E+000	
3.07129598E+000		-1.13148865E+002		0.00000000E+000	
3.07131505E+000		-1.12701767E+002		0.00000000E+000	
3.07133436E+000		-1.11245430E+002		0.00000000E+000	
3.07135367E+000		-1.10813530E+002		0.00000000E+000	
3.07137275E+000		-1.11367226E+002		0.00000000E+000	
3.07139206E+000		-1.11680290E+002		0.00000000E+000	
3.07141113E+000		-1.10317917E+002		0.00000000E+000	
3.07143044E+000		-1.11049225E+002		0.00000000E+000	
3.07144952E+000		-1.10300735E+002		0.00000000E+000	
3.07146883E+000		-1.10401772E+002		0.00000000E+000	
3.07148790E+000		-1.10654839E+002		0.00000000E+000	
3.07150722E+000		-1.11982040E+002		0.00000000E+000	
3.07152653E+000		-1.11280411E+002		0.00000000E+000	
3.07154560E+000		-1.12854881E+002		0.00000000E+000	
3.07156491E+000		-1.12856400E+002		0.00000000E+000	
3.07158399E+000		-1.11368286E+002		0.00000000E+000	
3.07160330E+000		-1.08602791E+002		0.00000000E+000	
3.07162237E+000		-1.09032448E+002		0.00000000E+000	
3.07164168E+000		-1.09081894E+002		0.00000000E+000	
3.07166100E+000		-1.09103882E+002		0.00000000E+000	
3.07168007E+000		-1.09586243E+002		0.00000000E+000	
3.07169938E+000		-1.13269119E+002		0.00000000E+000	
3.07171845E+000		-1.13664597E+002		0.00000000E+000	
3.07173777E+000		-1.10297249E+002		0.00000000E+000	
3.07175684E+000		-1.09629349E+002		0.00000000E+000	
3.07177615E+000		-1.09534187E+002		0.00000000E+000	
3.07179546E+000		-1.08731171E+002		0.00000000E+000	
3.07181454E+000		-1.08566696E+002		0.00000000E+000	
3.07183385E+000		-1.08677856E+002		0.00000000E+000	
3.07185292E+000		-1.09361618E+002		0.00000000E+000	
3.07187223E+000		-1.09084213E+002		0.00000000E+000	
3.07189131E+000		-1.10521767E+002		0.00000000E+000	
3.07191062E+000		-1.09737457E+002		0.00000000E+000	
3.07192993E+000		-1.07897568E+002		0.00000000E+000	
3.07194901E+000		-1.07758255E+002		0.00000000E+000	
3.07196832E+000		-1.07818115E+002		0.00000000E+000	
3.07198739E+000		-1.07484550E+002		0.00000000E+000	
3.07200670E+000		-1.07807732E+002		0.00000000E+000	
3.07202578E+000		-1.11600182E+002		0.00000000E+000	
3.07204509E+000		-1.11240524E+002		0.00000000E+000	
3.07206416E+000		-1.12219330E+002		0.00000000E+000	
3.07208347E+000		-1.11606743E+002		0.00000000E+000	
3.07210279E+000		-1.12378326E+002		0.00000000E+000	
3.07212186E+000		-1.10435493E+002		0.00000000E+000	
3.07214117E+000		-1.10079361E+002		0.00000000E+000	
3.07216024E+000		-1.10055000E+002		0.00000000E+000	
3.07217956E+000		-1.10909836E+002		0.00000000E+000	
3.07219863E+000		-1.08062096E+002		0.00000000E+000	
3.07221794E+000		-1.08242584E+002		0.00000000E+000	
3.07223725E+000		-1.08804794E+002		0.00000000E+000	
3.07225633E+000		-1.07944336E+002		0.00000000E+000	
3.07227564E+000		-1.07945244E+002		0.00000000E+000	
3.07229471E+000		-1.10283974E+002		0.00000000E+000	
3.07231402E+000		-1.11786888E+002		0.00000000E+000	
3.07233310E+000		-1.11525276E+002		0.00000000E+000	
3.07235241E+000		-1.13771103E+002		0.00000000E+000	
3.07237172E+000		-1.13670563E+002		0.00000000E+000	
3.07239079E+000		-1.13936348E+002		0.00000000E+000	
3.07241011E+000		-1.13375206E+002		0.00000000E+000	
3.07242918E+000		-1.13734741E+002		0.00000000E+000	
3.07244849E+000		-1.13553505E+002		0.00000000E+000	
3.07246757E+000		-1.13701309E+002		0.00000000E+000	
3.07248688E+000		-1.11827766E+002		0.00000000E+000	
3.07250619E+000		-1.11838043E+002		0.00000000E+000	
3.07252526E+000		-1.11201897E+002		0.00000000E+000	
3.07254457E+000		-1.11708229E+002		0.00000000E+000	
3.07256365E+000		-1.10136444E+002		0.00000000E+000	
3.07258296E+000		-1.11276283E+002		0.00000000E+000	
3.07260203E+000		-1.10752708E+002		0.00000000E+000	
3.07262135E+000		-1.10681267E+002		0.00000000E+000	
3.07264042E+000		-1.09716408E+002		0.00000000E+000	
3.07265973E+000		-1.11273430E+002		0.00000000E+000	
3.07267904E+000		-1.11248329E+002		0.00000000E+000	
3.07269812E+000		-1.11776772E+002		0.00000000E+000	
3.07271743E+000		-1.12800278E+002		0.00000000E+000	
3.07273650E+000		-1.14262619E+002		0.00000000E+000	
3.07275581E+000		-1.12369324E+002		0.00000000E+000	
3.07277489E+000		-1.10581131E+002		0.00000000E+000	
3.07279420E+000		-1.10398941E+002		0.00000000E+000	
3.07281351E+000		-1.10349007E+002		0.00000000E+000	
3.07283258E+000		-1.10366623E+002		0.00000000E+000	
3.07285190E+000		-1.11675812E+002		0.00000000E+000	
3.07287097E+000		-1.12427299E+002		0.00000000E+000	
3.07289028E+000		-1.11510376E+002		0.00000000E+000	
3.07290936E+000		-1.11585876E+002		0.00000000E+000	
3.07292867E+000		-1.12106697E+002		0.00000000E+000	
3.07294798E+000		-1.11809090E+002		0.00000000E+000	
3.07296705E+000		-1.12123383E+002		0.00000000E+000	
3.07298636E+000		-1.13765106E+002		0.00000000E+000	
3.07300544E+000		-1.13499435E+002		0.00000000E+000	
3.07302475E+000		-1.13499466E+002		0.00000000E+000	
3.07304382E+000		-1.13138474E+002		0.00000000E+000	
3.07306314E+000		-1.15165054E+002		0.00000000E+000	
3.07308245E+000		-1.14395706E+002		0.00000000E+000	
3.07310152E+000		-1.13601524E+002		0.00000000E+000	
3.07312083E+000		-1.12963120E+002		0.00000000E+000	
3.07313991E+000		-1.12372169E+002		0.00000000E+000	
3.07315922E+000		-1.11484055E+002		0.00000000E+000	
3.07317829E+000		-1.11545807E+002		0.00000000E+000	
3.07319760E+000		-1.11852295E+002		0.00000000E+000	
3.07321668E+000		-1.10622475E+002		0.00000000E+000	
3.07323599E+000		-1.11481133E+002		0.00000000E+000	
3.07325530E+000		-1.11408478E+002		0.00000000E+000	
3.07327437E+000		-1.12064598E+002		0.00000000E+000	
3.07329369E+000		-1.12596161E+002		0.00000000E+000	
3.07331276E+000		-1.13527802E+002		0.00000000E+000	
3.07333207E+000		-1.11458046E+002		0.00000000E+000	
3.07335114E+000		-1.11586540E+002		0.00000000E+000	
3.07337046E+000		-1.10459175E+002		0.00000000E+000	
3.07338977E+000		-1.10254501E+002		0.00000000E+000	
3.07340884E+000		-1.10099495E+002		0.00000000E+000	
3.07342815E+000		-1.11541786E+002		0.00000000E+000	
3.07344723E+000		-1.11758263E+002		0.00000000E+000	
3.07346654E+000		-1.13334969E+002		0.00000000E+000	
3.07348561E+000		-1.09975845E+002		0.00000000E+000	
3.07350492E+000		-1.10480972E+002		0.00000000E+000	
3.07352424E+000		-1.09967003E+002		0.00000000E+000	
3.07354331E+000		-1.10196983E+002		0.00000000E+000	
3.07356262E+000		-1.10063187E+002		0.00000000E+000	
3.07358170E+000		-1.11190529E+002		0.00000000E+000	
3.07360101E+000		-1.11721222E+002		0.00000000E+000	
3.07362008E+000		-1.11766045E+002		0.00000000E+000	
3.07363939E+000		-1.11044914E+002		0.00000000E+000	
3.07365870E+000		-1.11333481E+002		0.00000000E+000	
3.07367778E+000		-1.13507195E+002		0.00000000E+000	
3.07369709E+000		-1.10573868E+002		0.00000000E+000	
3.07371616E+000		-1.10100899E+002		0.00000000E+000	
3.07373548E+000		-1.10506454E+002		0.00000000E+000	
3.07375455E+000		-1.10542305E+002		0.00000000E+000	
3.07377386E+000		-1.10790131E+002		0.00000000E+000	
3.07379293E+000		-1.13086967E+002		0.00000000E+000	
3.07381225E+000		-1.13089569E+002		0.00000000E+000	
3.07383156E+000		-1.12801025E+002		0.00000000E+000	
3.07385063E+000		-1.12651711E+002		0.00000000E+000	
3.07386994E+000		-1.12691452E+002		0.00000000E+000	
3.07388902E+000		-1.13074684E+002		0.00000000E+000	
3.07390833E+000		-1.13539742E+002		0.00000000E+000	
3.07392740E+000		-1.12636124E+002		0.00000000E+000	
3.07394671E+000		-1.12778946E+002		0.00000000E+000	
3.07396603E+000		-1.11983902E+002		0.00000000E+000	
3.07398510E+000		-1.11984467E+002		0.00000000E+000	
3.07400441E+000		-1.11182030E+002		0.00000000E+000	
3.07402349E+000		-1.10450256E+002		0.00000000E+000	
3.07404280E+000		-1.09315521E+002		0.00000000E+000	
3.07406187E+000		-1.09628105E+002		0.00000000E+000	
3.07408118E+000		-1.09469749E+002		0.00000000E+000	
3.07410049E+000		-1.10354431E+002		0.00000000E+000	
3.07411957E+000		-1.11437386E+002		0.00000000E+000	
3.07413888E+000		-1.13111328E+002		0.00000000E+000	
3.07415795E+000		-1.12882385E+002		0.00000000E+000	
3.07417727E+000		-1.13486206E+002		0.00000000E+000	
3.07419634E+000		-1.14067299E+002		0.00000000E+000	
3.07421565E+000		-1.14565170E+002		0.00000000E+000	
3.07423472E+000		-1.15102951E+002		0.00000000E+000	
3.07425404E+000		-1.13326477E+002		0.00000000E+000	
3.07427335E+000		-1.13512886E+002		0.00000000E+000	
3.07429242E+000		-1.12318916E+002		0.00000000E+000	
3.07431173E+000		-1.13261505E+002		0.00000000E+000	
3.07433081E+000		-1.11175705E+002		0.00000000E+000	
3.07435012E+000		-1.09072960E+002		0.00000000E+000	
3.07436919E+000		-1.08514236E+002		0.00000000E+000	
3.07438850E+000		-1.08772926E+002		0.00000000E+000	
3.07440782E+000		-1.07636276E+002		0.00000000E+000	
3.07442689E+000		-1.08457382E+002		0.00000000E+000	
3.07444620E+000		-1.10322144E+002		0.00000000E+000	
3.07446527E+000		-1.10762390E+002		0.00000000E+000	
3.07448459E+000		-1.10993301E+002		0.00000000E+000	
3.07450366E+000		-1.10752441E+002		0.00000000E+000	
3.07452297E+000		-1.09637329E+002		0.00000000E+000	
3.07454228E+000		-1.10327843E+002		0.00000000E+000	
3.07456136E+000		-1.09460060E+002		0.00000000E+000	
3.07458067E+000		-1.09189438E+002		0.00000000E+000	
3.07459974E+000		-1.09723907E+002		0.00000000E+000	
3.07461905E+000		-1.09837677E+002		0.00000000E+000	
3.07463813E+000		-1.09391052E+002		0.00000000E+000	
3.07465744E+000		-1.10522003E+002		0.00000000E+000	
3.07467675E+000		-1.10835922E+002		0.00000000E+000	
3.07469583E+000		-1.12362511E+002		0.00000000E+000	
3.07471514E+000		-1.12081161E+002		0.00000000E+000	
3.07473421E+000		-1.13315414E+002		0.00000000E+000	
3.07475352E+000		-1.10903816E+002		0.00000000E+000	
3.07477260E+000		-1.10297226E+002		0.00000000E+000	
3.07479191E+000		-1.09527512E+002		0.00000000E+000	
3.07481098E+000		-1.09576157E+002		0.00000000E+000	
3.07483029E+000		-1.09198036E+002		0.00000000E+000	
3.07484961E+000		-1.10741669E+002		0.00000000E+000	
3.07486868E+000		-1.10433929E+002		0.00000000E+000	
3.07488799E+000		-1.11166832E+002		0.00000000E+000	
3.07490706E+000		-1.10071297E+002		0.00000000E+000	
3.07492638E+000		-1.10233086E+002		0.00000000E+000	
3.07494545E+000		-1.09775917E+002		0.00000000E+000	
3.07496476E+000		-1.10816277E+002		0.00000000E+000	
3.07498407E+000		-1.10358078E+002		0.00000000E+000	
3.07500315E+000		-1.12932739E+002		0.00000000E+000	
3.07502246E+000		-1.13153801E+002		0.00000000E+000	
3.07504153E+000		-1.14467857E+002		0.00000000E+000	
3.07506084E+000		-1.14440193E+002		0.00000000E+000	
3.07507992E+000		-1.13894669E+002		0.00000000E+000	
3.07509923E+000		-1.11453819E+002		0.00000000E+000	
3.07511854E+000		-1.11116425E+002		0.00000000E+000	
3.07513762E+000		-1.10714409E+002		0.00000000E+000	
3.07515693E+000		-1.09351852E+002		0.00000000E+000	
3.07517600E+000		-1.09966743E+002		0.00000000E+000	
3.07519531E+000		-1.09780853E+002		0.00000000E+000	
3.07521439E+000		-1.09824448E+002		0.00000000E+000	
3.07523370E+000		-1.09398712E+002		0.00000000E+000	
3.07525301E+000		-1.09706757E+002		0.00000000E+000	
3.07527208E+000		-1.09748276E+002		0.00000000E+000	
3.07529140E+000		-1.10381592E+002		0.00000000E+000	
3.07531047E+000		-1.09621651E+002		0.00000000E+000	
3.07532978E+000		-1.09892990E+002		0.00000000E+000	
3.07534885E+000		-1.10188591E+002		0.00000000E+000	
3.07536817E+000		-1.09106407E+002		0.00000000E+000	
3.07538724E+000		-1.09376152E+002		0.00000000E+000	
3.07540655E+000		-1.09815971E+002		0.00000000E+000	
3.07542586E+000		-1.09198387E+002		0.00000000E+000	
3.07544494E+000		-1.09555046E+002		0.00000000E+000	
3.07546425E+000		-1.10804062E+002		0.00000000E+000	
3.07548332E+000		-1.10494690E+002		0.00000000E+000	
3.07550263E+000		-1.10324554E+002		0.00000000E+000	
3.07552171E+000		-1.11426880E+002		0.00000000E+000	
3.07554102E+000		-1.11645905E+002		0.00000000E+000	
3.07556033E+000		-1.11401901E+002		0.00000000E+000	
3.07557940E+000		-1.12550659E+002		0.00000000E+000	
3.07559872E+000		-1.13324974E+002		0.00000000E+000	
3.07561779E+000		-1.11470291E+002		0.00000000E+000	
3.07563710E+000		-1.11560654E+002		0.00000000E+000	
3.07565618E+000		-1.11939041E+002		0.00000000E+000	
3.07567549E+000		-1.11848297E+002		0.00000000E+000	
3.07569480E+000		-1.10963287E+002		0.00000000E+000	
3.07571387E+000		-1.12308380E+002		0.00000000E+000	
3.07573318E+000		-1.11045677E+002		0.00000000E+000	
3.07575226E+000		-1.11316269E+002		0.00000000E+000	
3.07577157E+000		-1.11851265E+002		0.00000000E+000	
3.07579064E+000		-1.13140198E+002		0.00000000E+000	
3.07580996E+000		-1.12844002E+002		0.00000000E+000	
3.07582927E+000		-1.13507423E+002		0.00000000E+000	
3.07584834E+000		-1.13546234E+002		0.00000000E+000	
3.07586765E+000		-1.11982407E+002		0.00000000E+000	
3.07588673E+000		-1.11228249E+002		0.00000000E+000	
3.07590604E+000		-1.10615463E+002		0.00000000E+000	
3.07592511E+000		-1.11167313E+002		0.00000000E+000	
3.07594442E+000		-1.09656326E+002		0.00000000E+000	
3.07596350E+000		-1.10211670E+002		0.00000000E+000	
3.07598281E+000		-1.10895966E+002		0.00000000E+000	
3.07600212E+000		-1.12284256E+002		0.00000000E+000	
3.07602119E+000		-1.12741547E+002		0.00000000E+000	
3.07604051E+000		-1.13453369E+002		0.00000000E+000	
3.07605958E+000		-1.13756042E+002		0.00000000E+000	
3.07607889E+000		-1.13655106E+002		0.00000000E+000	
3.07609797E+000		-1.13902245E+002		0.00000000E+000	
3.07611728E+000		-1.13121025E+002		0.00000000E+000	
3.07613659E+000		-1.16103050E+002		0.00000000E+000	
3.07615566E+000		-1.10901192E+002		0.00000000E+000	
3.07617497E+000		-1.10425499E+002		0.00000000E+000	
3.07619405E+000		-1.10076462E+002		0.00000000E+000	
3.07621336E+000		-1.09923645E+002		0.00000000E+000	
3.07623243E+000		-1.09480820E+002		0.00000000E+000	
3.07625175E+000		-1.10888405E+002		0.00000000E+000	
3.07627106E+000		-1.10234642E+002		0.00000000E+000	
3.07629013E+000		-1.09766357E+002		0.00000000E+000	
3.07630944E+000		-1.10272453E+002		0.00000000E+000	
3.07632852E+000		-1.09851540E+002		0.00000000E+000	
3.07634783E+000		-1.11295013E+002		0.00000000E+000	
3.07636690E+000		-1.10941002E+002		0.00000000E+000	
3.07638621E+000		-1.11782578E+002		0.00000000E+000	
3.07640553E+000		-1.10896530E+002		0.00000000E+000	
3.07642460E+000		-1.11323608E+002		0.00000000E+000	
3.07644391E+000		-1.09681976E+002		0.00000000E+000	
3.07646298E+000		-1.09675659E+002		0.00000000E+000	
3.07648230E+000		-1.09613106E+002		0.00000000E+000	
3.07650137E+000		-1.09658218E+002		0.00000000E+000	
3.07652068E+000		-1.09808044E+002		0.00000000E+000	
3.07653975E+000		-1.11440903E+002		0.00000000E+000	
3.07655907E+000		-1.13994553E+002		0.00000000E+000	
3.07657838E+000		-1.12798615E+002		0.00000000E+000	
3.07659745E+000		-1.13944099E+002		0.00000000E+000	
3.07661676E+000		-1.14360901E+002		0.00000000E+000	
3.07663584E+000		-1.13910057E+002		0.00000000E+000	
3.07665515E+000		-1.12295753E+002		0.00000000E+000	
3.07667422E+000		-1.12572746E+002		0.00000000E+000	
3.07669353E+000		-1.10297226E+002		0.00000000E+000	
3.07671285E+000		-1.10012741E+002		0.00000000E+000	
3.07673192E+000		-1.09445251E+002		0.00000000E+000	
3.07675123E+000		-1.10223770E+002		0.00000000E+000	
3.07677031E+000		-1.08868332E+002		0.00000000E+000	
3.07678962E+000		-1.10368484E+002		0.00000000E+000	
3.07680869E+000		-1.09399940E+002		0.00000000E+000	
3.07682800E+000		-1.09742020E+002		0.00000000E+000	
3.07684731E+000		-1.08825790E+002		0.00000000E+000	
3.07686639E+000		-1.10836029E+002		0.00000000E+000	
3.07688570E+000		-1.10901123E+002		0.00000000E+000	
3.07690477E+000		-1.13390999E+002		0.00000000E+000	
3.07692409E+000		-1.14191254E+002		0.00000000E+000	
3.07694316E+000		-1.20010345E+002		0.00000000E+000	
3.07696247E+000		-1.20691521E+002		0.00000000E+000	
3.07698178E+000		-1.16136154E+002		0.00000000E+000	
3.07700086E+000		-1.14495094E+002		0.00000000E+000	
3.07702017E+000		-1.14437859E+002		0.00000000E+000	
3.07703924E+000		-1.10853493E+002		0.00000000E+000	
3.07705855E+000		-1.10302895E+002		0.00000000E+000	
3.07707763E+000		-1.10849442E+002		0.00000000E+000	
3.07709694E+000		-1.10893181E+002		0.00000000E+000	
3.07711601E+000		-1.10695656E+002		0.00000000E+000	
3.07713532E+000		-1.13675842E+002		0.00000000E+000	
3.07715464E+000		-1.14277199E+002		0.00000000E+000	
3.07717371E+000		-1.10797203E+002		0.00000000E+000	
3.07719302E+000		-1.08536667E+002		0.00000000E+000	
3.07721210E+000		-1.07848343E+002		0.00000000E+000	
3.07723141E+000		-1.07675781E+002		0.00000000E+000	
3.07725048E+000		-1.07211426E+002		0.00000000E+000	
3.07726979E+000		-1.07504181E+002		0.00000000E+000	
3.07728910E+000		-1.08982925E+002		0.00000000E+000	
3.07730818E+000		-1.09705719E+002		0.00000000E+000	
3.07732749E+000		-1.09969727E+002		0.00000000E+000	
3.07734656E+000		-1.11214821E+002		0.00000000E+000	
3.07736588E+000		-1.13868225E+002		0.00000000E+000	
3.07738495E+000		-1.16104774E+002		0.00000000E+000	
3.07740426E+000		-1.12337120E+002		0.00000000E+000	
3.07742357E+000		-1.12082001E+002		0.00000000E+000	
3.07744265E+000		-1.11236717E+002		0.00000000E+000	
3.07746196E+000		-1.09645683E+002		0.00000000E+000	
3.07748103E+000		-1.08932487E+002		0.00000000E+000	
3.07750034E+000		-1.10821190E+002		0.00000000E+000	
3.07751942E+000		-1.10656708E+002		0.00000000E+000	
3.07753873E+000		-1.10576492E+002		0.00000000E+000	
3.07755804E+000		-1.12585922E+002		0.00000000E+000	
3.07757711E+000		-1.12500748E+002		0.00000000E+000	
3.07759643E+000		-1.12505959E+002		0.00000000E+000	
3.07761550E+000		-1.12692482E+002		0.00000000E+000	
3.07763481E+000		-1.13081215E+002		0.00000000E+000	
3.07765388E+000		-1.12697876E+002		0.00000000E+000	
3.07767320E+000		-1.12480988E+002		0.00000000E+000	
3.07769227E+000		-1.12459381E+002		0.00000000E+000	
3.07771158E+000		-1.12340889E+002		0.00000000E+000	
3.07773089E+000		-1.12124344E+002		0.00000000E+000	
3.07774997E+000		-1.12187790E+002		0.00000000E+000	
3.07776928E+000		-1.13129684E+002		0.00000000E+000	
3.07778835E+000		-1.11492371E+002		0.00000000E+000	
3.07780766E+000		-1.11427826E+002		0.00000000E+000	
3.07782674E+000		-1.12190628E+002		0.00000000E+000	
3.07784605E+000		-1.11179466E+002		0.00000000E+000	
3.07786536E+000		-1.11217918E+002		0.00000000E+000	
3.07788444E+000		-1.12402565E+002		0.00000000E+000	
3.07790375E+000		-1.11451866E+002		0.00000000E+000	
3.07792282E+000		-1.11216461E+002		0.00000000E+000	
3.07794213E+000		-1.12465332E+002		0.00000000E+000	
3.07796121E+000		-1.10966766E+002		0.00000000E+000	
3.07798052E+000		-1.10353630E+002		0.00000000E+000	
3.07799983E+000		-1.11041016E+002		0.00000000E+000	
3.07801890E+000		-1.11298111E+002		0.00000000E+000	
3.07803822E+000		-1.11482101E+002		0.00000000E+000	
3.07805729E+000		-1.13586945E+002		0.00000000E+000	
3.07807660E+000		-1.14506241E+002		0.00000000E+000	
3.07809567E+000		-1.15955856E+002		0.00000000E+000	
3.07811499E+000		-1.15795181E+002		0.00000000E+000	
3.07813406E+000		-1.15017937E+002		0.00000000E+000	
3.07815337E+000		-1.13660881E+002		0.00000000E+000	
3.07817268E+000		-1.14138649E+002		0.00000000E+000	
3.07819176E+000		-1.11944962E+002		0.00000000E+000	
3.07821107E+000		-1.10544052E+002		0.00000000E+000	
3.07823014E+000		-1.10070374E+002		0.00000000E+000	
3.07824945E+000		-1.10707840E+002		0.00000000E+000	
3.07826853E+000		-1.10508415E+002		0.00000000E+000	
3.07828784E+000		-1.11898331E+002		0.00000000E+000	
3.07830715E+000		-1.11686790E+002		0.00000000E+000	
3.07832623E+000		-1.11753281E+002		0.00000000E+000	
3.07834554E+000		-1.10552689E+002		0.00000000E+000	
3.07836461E+000		-1.10867233E+002		0.00000000E+000	
3.07838392E+000		-1.10585831E+002		0.00000000E+000	
3.07840300E+000		-1.12205544E+002		0.00000000E+000	
3.07842231E+000		-1.12703171E+002		0.00000000E+000	
3.07844162E+000		-1.13563393E+002		0.00000000E+000	
3.07846069E+000		-1.13341614E+002		0.00000000E+000	
3.07848001E+000		-1.13958267E+002		0.00000000E+000	
3.07849908E+000		-1.13260330E+002		0.00000000E+000	
3.07851839E+000		-1.13581940E+002		0.00000000E+000	
3.07853746E+000		-1.13743477E+002		0.00000000E+000	
3.07855678E+000		-1.12128410E+002		0.00000000E+000	
3.07857609E+000		-1.11752274E+002		0.00000000E+000	
3.07859516E+000		-1.08464111E+002		0.00000000E+000	
3.07861447E+000		-1.08649261E+002		0.00000000E+000	
3.07863355E+000		-1.08488457E+002		0.00000000E+000	
3.07865286E+000		-1.09311630E+002		0.00000000E+000	
3.07867193E+000		-1.09176872E+002		0.00000000E+000	
3.07869124E+000		-1.09626297E+002		0.00000000E+000	
3.07871032E+000		-1.08600632E+002		0.00000000E+000	
3.07872963E+000		-1.09276215E+002		0.00000000E+000	
3.07874894E+000		-1.08860748E+002		0.00000000E+000	
3.07876801E+000		-1.09121185E+002		0.00000000E+000	
3.07878733E+000		-1.11855080E+002		0.00000000E+000	
3.07880640E+000		-1.13412659E+002		0.00000000E+000	
3.07882571E+000		-1.11650269E+002		0.00000000E+000	
3.07884479E+000		-1.09396149E+002		0.00000000E+000	
3.07886410E+000		-1.09301804E+002		0.00000000E+000	
3.07888341E+000		-1.09540649E+002		0.00000000E+000	
3.07890248E+000		-1.09036087E+002		0.00000000E+000	
3.07892179E+000		-1.09881554E+002		0.00000000E+000	
3.07894087E+000		-1.11590836E+002		0.00000000E+000	
3.07896018E+000		-1.11257545E+002		0.00000000E+000	
3.07897925E+000		-1.11157135E+002		0.00000000E+000	
3.07899857E+000		-1.10940872E+002		0.00000000E+000	
3.07901788E+000		-1.10859619E+002		0.00000000E+000	
3.07903695E+000		-1.12084976E+002		0.00000000E+000	
3.07905626E+000		-1.11835785E+002		0.00000000E+000	
3.07907534E+000		-1.11802567E+002		0.00000000E+000	
3.07909465E+000		-1.13507858E+002		0.00000000E+000	
3.07911372E+000		-1.13264221E+002		0.00000000E+000	
3.07913303E+000		-1.12054153E+002		0.00000000E+000	
3.07915235E+000		-1.13234604E+002		0.00000000E+000	
3.07917142E+000		-1.11395073E+002		0.00000000E+000	
3.07919073E+000		-1.11176910E+002		0.00000000E+000	
3.07920980E+000		-1.10113922E+002		0.00000000E+000	
3.07922912E+000		-1.09474709E+002		0.00000000E+000	
3.07924819E+000		-1.08788109E+002		0.00000000E+000	
3.07926750E+000		-1.09467995E+002		0.00000000E+000	
3.07928658E+000		-1.09479637E+002		0.00000000E+000	
3.07930589E+000		-1.10196533E+002		0.00000000E+000	
3.07932520E+000		-1.11923141E+002		0.00000000E+000	
3.07934427E+000		-1.13262680E+002		0.00000000E+000	
3.07936358E+000		-1.13503380E+002		0.00000000E+000	
3.07938266E+000		-1.11455147E+002		0.00000000E+000	
3.07940197E+000		-1.10503799E+002		0.00000000E+000	
3.07942104E+000		-1.09532402E+002		0.00000000E+000	
3.07944036E+000		-1.08870605E+002		0.00000000E+000	
3.07945967E+000		-1.09329361E+002		0.00000000E+000	
3.07947874E+000		-1.10140541E+002		0.00000000E+000	
3.07949805E+000		-1.10021332E+002		0.00000000E+000	
3.07951713E+000		-1.10080536E+002		0.00000000E+000	
3.07953644E+000		-1.10185425E+002		0.00000000E+000	
3.07955551E+000		-1.10126884E+002		0.00000000E+000	
3.07957482E+000		-1.07936142E+002		0.00000000E+000	
3.07959414E+000		-1.07883087E+002		0.00000000E+000	
3.07961321E+000		-1.08102234E+002		0.00000000E+000	
3.07963252E+000		-1.08595062E+002		0.00000000E+000	
3.07965159E+000		-1.07163651E+002		0.00000000E+000	
3.07967091E+000		-1.07885963E+002		0.00000000E+000	
3.07968998E+000		-1.08458923E+002		0.00000000E+000	
3.07970929E+000		-1.08903442E+002		0.00000000E+000	
3.07972860E+000		-1.08884827E+002		0.00000000E+000	
3.07974768E+000		-1.10946770E+002		0.00000000E+000	
3.07976699E+000		-1.13935387E+002		0.00000000E+000	
3.07978606E+000		-1.15126076E+002		0.00000000E+000	
3.07980537E+000		-1.15004349E+002		0.00000000E+000	
3.07982445E+000		-1.11807510E+002		0.00000000E+000	
3.07984376E+000		-1.12431778E+002		0.00000000E+000	
3.07986283E+000		-1.11112991E+002		0.00000000E+000	
3.07988214E+000		-1.11044601E+002		0.00000000E+000	
3.07990146E+000		-1.11129440E+002		0.00000000E+000	
3.07992053E+000		-1.12635559E+002		0.00000000E+000	
3.07993984E+000		-1.12449913E+002		0.00000000E+000	
3.07995892E+000		-1.14373444E+002		0.00000000E+000	
3.07997823E+000		-1.13381615E+002		0.00000000E+000	
3.07999730E+000		-1.11227753E+002		0.00000000E+000	
3.08001661E+000		-1.11705826E+002		0.00000000E+000	
3.08003592E+000		-1.11069420E+002		0.00000000E+000	
3.08005500E+000		-1.10305618E+002		0.00000000E+000	
3.08007431E+000		-1.10464699E+002		0.00000000E+000	
3.08009338E+000		-1.12270546E+002		0.00000000E+000	
3.08011270E+000		-1.11222977E+002		0.00000000E+000	
3.08013177E+000		-1.09951813E+002		0.00000000E+000	
3.08015108E+000		-1.10146194E+002		0.00000000E+000	
3.08017039E+000		-1.09088196E+002		0.00000000E+000	
3.08018947E+000		-1.09131241E+002		0.00000000E+000	
3.08020878E+000		-1.09898109E+002		0.00000000E+000	
3.08022785E+000		-1.11578537E+002		0.00000000E+000	
3.08024716E+000		-1.11115829E+002		0.00000000E+000	
